Date,USO_Open,USO_High,USO_Low,USO_Close,USO_Volume,USO_ATRPercentOfClose20,USO_SQN25,USO_SQN50,USO_SQN100,USO_SQN200,USO_MACD,USO_MACD_Avg,USO_MACD_Diff,USO_LinReg10,USO_LinReg30,USO_LinReg90,USO_LinReg270
2/1/2017, 11.42, 11.55, 11.33, 11.48, 20131292, 0, 0, 0, 0, 0, -0.0134208771286222, -0.0219507695686512, 0.00852989244002899, 11.4227272727273, 11.3193073593074, 11.3193073593074, 11.3193073593074
2/2/2017, 11.57, 11.59, 11.43, 11.51, 19759585, 2.29325586446568, 0, 0, 0, 0, -0.00184996440459884, -0.0179306085358407, 0.0160806441312419, 11.4381818181818, 11.3455731225296, 11.3455731225296, 11.3455731225296
2/3/2017, 11.49, 11.62, 11.46, 11.54, 20923371, 2.2422535745234, 0, 0, 0, 0, 0.00962981011598529, -0.0124185248054755, 0.0220483349214608, 11.4894545454545, 11.3730434782609, 11.3730434782609, 11.3730434782609
2/6/2017, 11.52, 11.54, 11.34, 11.38, 24406167, 2.24796361489455, 0, 0, 0, 0, 0.00575066126327073, -0.00878468759172625, 0.014535348854997, 11.4632727272727, 11.3717, 11.3717, 11.3717
2/7/2017, 11.21, 11.23, 11.11, 11.19, 38093478, 2.2924695836126, 0, 0, 0, 0, -0.0125107876813164, -0.00952990760964428, -0.00298088007167213, 11.3781818181818, 11.3419384615385, 11.3419384615385, 11.3419384615385
2/8/2017, 11.11, 11.28, 11.04, 11.23, 27492118, 2.27694549497718, -0.222119308507544, 0, 0, 0, -0.0234847344307063, -0.0123208729738567, -0.0111638614568496, 11.3047272727273, 11.3218803418803, 11.3218803418803, 11.3218803418803
2/9/2017, 11.39, 11.39, 11.29, 11.35, 20406869, 2.21071304080741, -0.244644327679065, 0, 0, 0, -0.0222422740841512, -0.0143051531959156, -0.00793712088823565, 11.3210909090909, 11.3212169312169, 11.3212169312169, 11.3212169312169
2/10/2017, 11.53, 11.58, 11.48, 11.5, 26622836, 2.17278377065268, -0.203332510289871, 0, 0, 0, -0.00904955131594853, -0.0132540328199222, 0.00420448150397365, 11.3730909090909, 11.3410344827586, 11.3410344827586, 11.3410344827586
2/13/2017, 11.37, 11.4, 11.3, 11.32, 20503969, 2.18530589172973, -0.388910339779623, 0, 0, 0, -0.0129692180780019, -0.0131970698715381, 0.000227851793536241, 11.3334545454546, 11.3350344827586, 11.3350344827586, 11.3350344827586
2/14/2017, 11.48, 11.49, 11.35, 11.38, 18543571, 2.13978730752738, 0.125807849120865, 0, 0, 0, -0.0111060599220263, -0.0127788678816358, 0.00167280795960947, 11.3203636363636, 11.337376344086, 11.337376344086, 11.337376344086
2/15/2017, 11.33, 11.45, 11.32, 11.36, 19615785, 2.09359512162663, 0.441622225636448, 0, 0, 0, -0.0111151974360411, -0.0124461337925168, 0.00133093635647576, 11.3290909090909, 11.3371612903226, 11.3370564516129, 11.3370564516129
2/16/2017, 11.44, 11.45, 11.27, 11.41, 13772400, 2.05907787489873, 0.0899166615697684, 0, 0, 0, -0.00700708355173774, -0.011358323744361, 0.00435124019262327, 11.3676363636364, 11.3531397849462, 11.3427840909091, 11.3427840909091
2/17/2017, 11.32, 11.42, 11.31, 11.39, 13810214, 2.00784676250788, -0.208333978624082, 0, 0, 0, -0.00530406459905741, -0.0101474719153003, 0.00484340731624287, 11.4107272727273, 11.3756774193548, 11.3456506238859, 11.3456506238859
2/21/2017, 11.63, 11.64, 11.51, 11.54, 25221422, 1.99097971349364, 0.230969335886257, 0, 0, 0, 0.00805646665559401, -0.00650668420112143, 0.0145631508567154, 11.4818181818182, 11.4179139784946, 11.3651596638655, 11.3651596638655
2/22/2017, 11.38, 11.4, 11.32, 11.36, 18527384, 2.01823156681609, -0.0769178205383942, 0, 0, 0, 0.00407333340319127, -0.00439068068025889, 0.00846401408345016, 11.444, 11.4135483870968, 11.3630952380952, 11.3630952380952
2/23/2017, 11.61, 11.65, 11.5, 11.53, 19254576, 2.0148096330511, 0.625015091640942, 0, 0, 0, 0.0144674787649492, -0.000619048791217261, 0.0150865275561665, 11.4636363636364, 11.4144301075269, 11.3793693693694, 11.3793693693694
2/24/2017, 11.44, 11.51, 11.44, 11.46, 11322054, 1.96502768897253, 0.493042897191674, 0, 0, 0, 0.0168621228088917, 0.00287718552880452, 0.0139849372800871, 11.4667272727273, 11.4234623655914, 11.3868990042674, 11.3868990042674
2/27/2017, 11.56, 11.57, 11.45, 11.47, 10362465, 1.91745914994281, 0.161223631128994, 0, 0, 0, 0.0193438282813947, 0.00617051407932256, 0.0131733142020721, 11.4972727272727, 11.4445161290322, 11.3947773279352, 11.3947773279352
